,NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),FoodGroup
5657,18135,0.113743078,2.490029005,0.37035371,0.600701553,0.746133634,2.966540548,0.165389567,3.686693815,0.386047291,0.241101613,0.163785493,1.40007448,0.196575803,0.708225805,0.075843341,0.103832969,0.04416069,0.098662677,0,0.554996482,0.415297699,0.521985438,0.1910157,0.039181085,0.719805161,0.627770562,0.502158315,0.083857343,0.009422315,0,0,0,0,0,0,0.001103373,0.021040191,0,0.066505134,0.374133081,0.607278851,0.248082649,0,Baked Products
5658,18139,0.75720392,2.101513841,0.512797445,0.784073606,0.610472974,2.097479843,0.189016648,2.67294716,0.651768154,0.269466508,0.218380658,0.470061107,0.259370851,0.348255396,0.097079477,0.10939545,0.031293726,0.475042517,0.00305007,0.368676234,0.558344684,0.329980897,0.150845016,0.045711266,0.300577979,0.308902975,0.125539579,0.122560733,0.01884463,0.014095648,0.019722548,0,0.00097541,0,0,0.005516867,0.031560287,0.188135755,0.082725898,0.511732654,0.787696902,0.627784709,0.017088164,Baked Products
5659,18140,0.72730574,2.231018896,0.300081468,1.122363429,0.45785473,2.030008464,0.354406215,2.953873982,0.160435238,0.359879613,0.363967763,0.69751003,0.510551043,0.330150375,0.127416813,0.294811466,0.035265011,0.215596219,0,0.085231603,0.214570478,0.172201382,0.135268629,0,0.17401883,0.139504569,0.143473804,0.374132763,0,0.007047824,0.009203856,0,0,0,0,0.015447228,1.183510757,0.064956246,0.407141186,0.906842235,1.070341958,0.942873604,0.136705313,Baked Products
5660,18141,0.718206293,2.301658017,0.283937845,1.132480507,0.274712838,2.060810615,0.070881243,3.147434822,0.310843273,0.189690239,0.109190329,0.722782132,0.144701633,0.286485326,0.075843341,0.063041446,0.015090883,0.200979527,0,0.198213029,0.161504661,0.107625863,0.286933455,0.093599258,0.213568564,0.179363018,0.16140803,1.311614858,0.035333681,0.029275576,0.042074769,0,0,0.016250298,0,0.114750835,0.312972845,0.129912492,0.111923274,0.459604488,1.122123125,1.271922134,0.640806154,Baked Products
5661,18142,0.129992089,2.490029005,0.379849959,0.619671076,0.746133634,2.933538243,0.165389567,3.329698337,0.576564136,0.278330538,0.163785493,1.278768388,0.172003827,0.915901041,0.081910809,0.107541289,0.044478392,0.087700157,0,0.608513999,0.433755375,0.557071469,0.198393989,0.034827631,0.822634469,0.946638149,0.16140803,0.103209038,0.011777894,0,0,0,0,0,0,0.001103373,0.202511841,0,0.040551911,0.386499823,0.815442113,0.25825324,0,Baked Products
5662,18144,0.2333358,2.201585929,0.351361212,0.221311099,1.254861112,3.00394316,0.283524972,3.260408075,1.057869849,0.368743643,0.181983881,1.566870357,0.128320316,0.775320881,0.081910809,0.133499532,0.030340618,0.109625196,0,0.457872097,0.532965381,0.498307748,0.298410793,0.167607974,0.537876384,0.56798289,0.197276481,0.105359226,0.023555788,0.00027107,0,0,0,0,0,0.001103373,0.241962199,0,0.047040217,0.253596482,0.102968855,0.046066794,0,Baked Products
5663,18146,0.81570036,2.125060215,0.503301196,0.92318344,0.644388139,1.943469086,0.165389567,0.643425268,0.731985773,0.29074018,0.218380658,0.591367199,0.248449973,0.365295415,0.136518014,0.103832969,0.030181766,0.50062173,0.00305007,0.362729843,0.5375798,0.313406514,0.25414106,0.07836217,0.268938192,0.23915069,0.179342255,0.937401024,0.03768926,0.037678751,0.051278624,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.614267034,0.924197402,0.711941364,0.461380431,Baked Products
5664,18147,1.481909818,1.889596479,0.522293694,1.422714205,0.305236487,0.935065315,0.094508324,1.64187794,0.25569366,0.111686777,0.20018227,0.470061107,0.245719754,0.46647053,0.154720416,0.037083203,0.022239196,0.190017007,0.006100139,0.055499648,0.445291422,0.041974087,0.468111436,0.113189801,0.142379043,0.029893836,0.269013383,0.986936426,0.040044839,0.148275373,0.205114497,0,0.033163942,0.016250298,0,0.068409152,0.147281339,0.162390614,0.071371363,1.553043641,1.281027511,0.319476209,0.469924513,Baked Products
5665,18148,1.436412587,1.61292659,0.522293694,0.803043129,0.678303304,1.301757595,0.448914539,0.643425268,0.862339403,0.083321881,0.345769375,1.182734399,0.576076311,0.40470046,0.139551748,0.053770645,0.019062168,0.171746141,0.007625174,0.239837765,0.606796083,0.106119101,0.501723641,0.113189801,0.237298405,0.119575345,0.32281606,0.937401024,0.073022941,0.099211675,0.12096496,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,1.047416087,0.670484517,0.161134068,0.247778379,Baked Products
5666,18151,0.441973104,2.384070324,0.455819951,1.030677402,0.440897148,2.343163671,0.496168701,2.757300523,0.145394434,0.398881345,0.564150032,0.510496471,0.406802703,0.304590346,0.218428823,0.415331876,0.020332979,0.230212912,0,0.505443224,0.484513982,0.370448222,0.448435999,0.076185443,0.371767501,0.348761423,0.215210706,0.215018829,0.016489051,0.01870384,0.02629673,0,0,0,0,0.00662024,0.039450359,0,0.105434968,0.662951297,1.330138017,0.45049735,0.145249395,Baked Products
5667,18152,0.090994463,2.554781533,0.379849959,0.942152963,0.440897148,2.808862867,0.516829425,0.643425268,0.095258422,0.352788389,0.727935526,0.414462482,0.597918067,0.322695367,0.194158954,0.511748205,0.055756842,0.095008503,0.004575104,0.327051498,0.373767929,0.40510375,0.107395093,0.145840705,0.276848139,0.259079915,0.16140803,0.937401024,0,0.002981772,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.394326875,0.765293016,1.270925017,0,Baked Products
5668,18154,0.409475081,2.743152521,0.588767437,1.840043705,0.542642643,1.840795247,0.516829425,0.643425268,0.285775267,0.3261963,0.964514571,0.667183507,0.480518629,0.365295415,0.294272164,0.719414143,0.093245772,0.420229919,0.004575104,0.279480371,0.438369794,0.211377196,0.268897637,0.204612332,0.229388458,0.139504569,0.269013383,0.937401024,0.03768926,0.224175015,0.21168868,0.123637006,0.169721348,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,1.145723859,1.608183599,1.876972581,0.623717989,Baked Products
5669,18155,0.149490903,2.749039114,0.579271188,1.188756758,0.508727478,2.526509811,0.189016648,1.524385757,0.145394434,0.393562927,0.218380658,0.515550892,0.303054363,0.300330341,0.115281879,0.370832032,0.027004738,0.30695055,0,0.733388208,0.772915162,0.686653009,0.400067217,0.07836217,0.601155958,0.697522847,0.107605353,0.139762239,0.084800835,0.182430212,0.213003516,0,0.034139352,0.008125149,0,0.024274215,0.152541386,0.129912492,0.027575299,1.729935014,0.819299735,0.195833731,0.9996576,Baked Products
5670,18156,0.383476663,2.054421094,0.474812449,0.233957447,0.305236487,2.871200555,0.661558268,0.643425268,0.17046244,0.439655882,0.582348421,0.419516902,0.376770289,0.204480232,0.166855351,0.539560607,0.051150151,0.131550236,0.001525035,0.447961446,0.447598631,0.258947828,0.200033608,0.067478535,0.340127713,0.338796811,0.16140803,0.937401024,0.01884463,0.00054214,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.174073635,0.268995005,0.092931282,0,Baked Products
5671,18157,0.1462411,2.548894939,0.626752433,0.897890743,0.678303304,2.665852878,0.803320754,2.819059234,0.155421637,0.710895197,0.964514571,0.667183507,0.573346092,0.617700702,0.330676968,0.858476155,0.110560575,0.208287873,0,0.402372449,0.613717711,0.615189436,0.312347561,0.111013074,0.371767501,0.388619872,0.143473804,0.307476926,0.021200209,0.002710702,0.00394451,0,0,0,0,0.014343854,0.189361721,0,0.038929835,0.663890543,0.721820575,0.828205177,0.017088164,Baked Products
5672,18158,0.239185444,2.65485362,0.566926064,1.132480507,0.430722598,2.4748062,0.70881243,2.473361081,0,0.570843524,0.582348421,0.318428492,0.365849411,0.445170506,0.178990286,0.378248673,0.062587452,0.219250393,0,0.521300267,0.426833746,0.426628923,0.135268629,0.047887993,0.490416703,0.488265993,0.215210706,0.105359226,0,0.00027107,0,0,0,0,0,0.031997829,0.386613514,0,0.066505134,0.93329767,0.804462725,1.124947124,0,Baked Products
5673,18159,0.11601794,2.896203949,0.484308698,1.563088673,0.423939565,2.396700744,0.47254162,2.477880011,0.105285625,0.989225735,0.746133914,0.550931835,0.466867532,0.331215377,0.218428823,0.598893732,0.098487869,0.142512755,0,0.578782045,0.685241204,0.573645852,0.533687086,0.126250162,0.569516171,0.288973751,0.771171698,0.225769771,0.007066736,0.00027107,0,0,0,0,0,0.001103373,0.528634805,0,0.54663976,1.26657354,0.930577316,1.678546347,0,Baked Products
5674,18160,0.321080461,2.613647466,0.344713838,1.250091548,0.328977102,2.411001743,0.425287458,2.794205118,0.08523122,0.721532032,0.527753256,0.308319651,0.354928533,0.293940334,0.163821617,0.420894357,0.067194143,0.113279369,0.140778008,0.277498241,0.652940272,0.443418557,0.295131553,0.108836347,0.213568564,0.249115302,0.035868451,0.937401024,0,0,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.407653705,0.188135755,0.038929835,1.526431664,1.034584762,0.356170105,0.347002905,Baked Products
5675,18161,0.097494067,2.925636916,0.436827453,1.59343991,0.406981982,2.423835973,0.516829425,0.643425268,0.215584851,0.366970837,0.655141973,0.404353641,0.567885653,0.308850351,0.182024019,0.556248049,0.057663059,0.087700157,0,0.386515407,0.472977935,0.428350937,0.140187488,0.037004358,0.403407288,0.448407544,0.107605353,0.937401024,0,0.001084281,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,1.301795274,1.9402359,0.52248918,0,Baked Products
5676,18163,0.39257611,2.65485362,0.37795071,1.348733067,0.522293544,2.237556295,0.354406215,2.86500169,0.070190417,0.354561195,0.436761315,0.348755015,0.491439507,0.341865389,0.151686683,0.333748829,0.059251573,0.18270866,0,0.370658364,0.440677003,0.425122161,0.25250144,0.082715624,0.450866969,0.478301381,0.16140803,0.937401024,0.01884463,0.003252842,0.118032935,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,1.313379311,1.545126303,0.433147519,0.059808574,Baked Products
5677,18164,0.097494067,2.896203949,0.4653162,1.429037379,0.406981982,2.500841352,0.401660377,0.643425268,0.140380833,0.443201494,0.49135648,0.384135958,0.546043897,0.247080281,0.169889085,0.370832032,0.075136713,0.2046337,0,0.329033628,0.440677003,0.425122161,0.147565777,0.010883635,0.34803766,0.368690648,0.125539579,0.937401024,0.016489051,0.015993139,0.023667057,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,1.214601916,1.670350674,0.462462751,0.230690215,Baked Products
5678,18165,0.185238727,2.872657576,0.541286192,1.789458311,0.508727478,2.141482917,0.661558268,0.643425268,0.195530446,0.43611027,1.000911348,0.505442051,0.611569164,0.384465437,0.28213723,0.710143342,0.105318479,0.405613226,0.004575104,0.366694104,0.41068328,0.293172852,0.209051517,0.18502179,0.261028245,0.199292242,0.233144932,0.937401024,0.01884463,0.185140914,0.170928748,0.123637006,0.146311507,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,1.263912343,1.539636609,1.677150383,0.273410626,Baked Products
5679,18166,0.101068849,2.731379334,0.494754572,1.210255551,0.522293544,2.60351519,0.685185349,3.06308146,0.105285625,2.152186456,0.855324243,0.470061107,0.638871359,0.41322047,0.22449629,0.619289494,0.111195981,0.190017007,0,0.390479667,0.549115847,0.560300245,0.222168475,0.05006472,0.482506756,0.577947502,0.053802677,0.412836152,0,0.00054214,0,0,0,0,0,0.004413494,0.649615904,0,0.444448944,0.884300325,1.37657786,0.710146553,0,Baked Products
5680,18167,0.064996045,2.831451422,0.341864963,1.669318001,0.542642643,2.434836741,1.228608212,3.734142581,0.175476041,0.554888271,0.709737138,0.454897846,0.655252676,0.347190395,0.175956552,0.584060451,0.059092721,0.116933543,0,0.188302378,0.470670726,0.295540621,0.145926157,0.095775985,0.142379043,0.109610733,0.125539579,0.073106402,0.011777894,0.001355351,0.002629673,0,0,0,0,0.002206747,0.415543777,0,0.181672561,1.16247375,2.163829653,0.598469477,0,Baked Products
5681,18168,0.053621737,2.925636916,0.411187581,1.550442325,0.440897148,2.500841352,0.637931187,3.464513085,0.080217619,1.382788662,0.655141973,0.348755015,0.374040069,0.373815425,0.236631225,0.624851975,0.078949146,0.29598803,0,0.227944983,0.276865133,0.416942595,0.116413002,0,0.363857554,0.338796811,0.215210706,0.070956214,0.004711158,0,0,0,0,0,0,0.00331012,0.497074518,0,0.100568739,0.853774823,2.385197853,0.492775101,0,Baked Products
5682,18170,0.536217368,2.048534501,0.351361212,0.46159172,0.542642643,2.599848267,1.086845726,3.491626666,0.320870476,0.514113733,0.49135648,0.313374071,0.565155433,0.372750424,0.118315612,0.272561544,0.054486031,0.120587716,0.004575104,0.313176586,0.500664448,0.403381736,0.298410793,0.16325452,0.276848139,0.249115302,0.179342255,0.313927491,0.021200209,0.008945315,0.011833529,0,0.00097541,0,0,0.008826987,0.170951554,0,0.094080433,0.175795586,0.445555434,0.552801529,0,Baked Products
5683,18171,0.259984179,2.225132303,0.398842457,0.170725705,0.305236487,3.080215155,0.378033296,3.420830094,0.060163214,0.255284061,0.127388717,0.176904718,0.111938999,0.033015038,0.051573472,0.11124961,0.030181766,0.105971023,0,0.360747713,0.299937227,0.396063178,0.243483531,0.02829745,0.52205649,0.558018277,0.179342255,0.129011298,0.002355579,0.00081321,0.001314837,0,0,0,0,0.00331012,0.007890072,0,0.017842841,0.104725955,0.199557795,0.092931282,0.017088164,Baked Products
5684,18172,0.172239518,2.448822851,0.531789943,0.619671076,0.813963965,2.819863636,0.519795782,1.500284797,0.386047291,1.134595825,0.891721019,0.419516902,0.944655941,0.533565607,0.166855351,0.565518849,0.247013929,0.186362834,0,0.396426058,0.676012366,0.696339337,0.311527751,0.21331924,0.688165374,0.817098192,0.107605353,0.18921657,0,0.00054214,0,0,0.00097541,0,0,0.002206747,0.255112319,0,0.040551911,0.383682085,0.796005628,0.273608838,0,Baked Products
5685,18173,0.110168296,2.531235159,0.635299057,0.67025647,0.562991742,2.847732249,0.803320754,1.871590221,0.386047291,0.670120659,0.727935526,0.935067794,0.464137312,0.488835556,0.291238431,0.315207228,0.161869578,0.230212912,0,0.525264527,0.731385392,0.955502416,0.344320146,0.339569402,0.719805161,0.717452071,0.340750285,0.126861109,0,0.00054214,0,0,0.00097541,0,0,0.084959753,0.39713361,0,0.231956931,0.255631515,0.372260601,1.074493016,0,Baked Products
5686,18174,0.064996045,2.943296696,0.379849959,1.631378955,0.481595346,2.448771048,0.519795782,2.809268219,0.230625654,0.354561195,0.29117421,0.439734584,0.728968602,0.282225321,0.060674673,0.359707071,0.07370705,0.405613226,0.001525035,0.535175179,0.346081416,0.365927936,0.309068321,0.139310524,0.395497341,0.37865526,0.215210706,0.479491989,0.023555788,0.002168561,0.002629673,0,0,0,0,0.014343854,0.260372367,0,0.103812892,2.692505858,0.400599291,0.977174421,0.008544082,Baked Products
5687,18175,0.633711435,2.148606588,1.006602392,0.575408856,0.373066817,2.189152914,0.23627081,1.912260592,0.235639256,0.63466454,0.218380658,0.874414748,0.308514802,0.156555178,0.345845636,0.176145215,0.038124336,0.771030547,0.056426289,0.562925003,0.98748564,0.452889633,0.914907815,0.265560686,0.474596809,0.229186078,0.663566345,1.978173229,0.176668407,0.013553508,0,0.035328305,0.021459021,0.065001193,0,0.293497328,0.165691506,0.194868737,0.003244153,0.480424446,0.556981385,0.283580005,1.888242132,Baked Products
5688,18176,0.328230025,2.478255818,0.379849959,1.068616447,0.373066817,2.482506738,0.47254162,3.374134483,0.230625654,0.448519912,0.655141973,0.490278789,0.496899946,0.200220228,0.197192687,0.485789962,0.045272649,0.160783621,0.001525035,0.184338117,0.479899564,0.168757354,0.390229498,0.13495707,0.181928777,0.199292242,0.053802677,0.292425608,0.040044839,0.001355351,0.001314837,0,0,0,0,0.00331012,0.036820335,0,0.113545351,0.739186783,1.386518658,0.387479571,0,Baked Products
5689,18177,0.188488529,2.531235159,0.531789943,0.809366303,0.678303304,2.706189029,0.23627081,1.325552832,0.371006487,1.139914243,0.946316183,0.480169948,0.944655941,0.488835556,0.136518014,0.69160174,0.199676211,0.2046337,0,0.703656253,0.609103292,0.652427984,0.336941857,0.226379601,0.703985267,0.817098192,0.125539579,0.180615817,0,0,0,0,0,0,0,0.002206747,0.028930263,0,0.089214204,0.502809815,1.057878869,0.344802974,0,Baked Products
5690,18178,0.185238727,2.648967027,0.588767437,1.144494538,0.474812313,2.519175966,0.661558268,1.857280276,0.185503244,0.457383942,0.600546809,0.69751003,0.387691167,0.407895464,0.239664959,0.248457462,0.133276326,0.358108975,0.007625174,0.529228788,0.530658171,0.479365596,0.31644661,0.143663978,0.466686863,0.518159829,0.125539579,0.258022595,0,0.004879263,0.006574183,0,0,0,0,0.034204576,0.068380622,0,0.129766115,0.707408952,1.487410331,0.507133582,0,Baked Products
5691,18179,0.357478246,2.407616698,0.579271188,0.929506614,0.813963965,2.409168282,0.637931187,0.643425268,0.451224106,0.494612867,0.545951644,1.056373886,0.36857963,0.371685423,0.133484281,1.019788089,0.06687644,0.383688187,0.00305007,0.368676234,0.526043752,0.392403898,0.37793235,0.18502179,0.268938192,0.259079915,0.143473804,0.937401024,0.002355579,0.008674245,0.005259346,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.568243969,1.185180421,0.439529066,0.04272041,Baked Products
5692,18180,0.172239518,2.719606148,0.617256184,1.214049455,0.576557808,2.467839047,0.516829425,0.643425268,0.12534003,0.393562927,0.873522631,0.823870543,0.499630166,0.503745573,0.242698692,0.370832032,0.195387223,0.38734236,0.001525035,0.281462501,0.323009322,0.279827245,0.374653111,0.091422531,0.395497341,0.388619872,0.197276481,0.937401024,0,0.007589964,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.744352637,1.567826929,0.556789996,0,Baked Products
5693,18182,0.497219742,2.495915599,0.512797445,1.195079932,0.440897148,2.167151377,0.590677025,0.643425268,0.155421637,0.379380479,0.509554868,0.525659733,0.401342264,0.313110356,0.194158954,0.203957618,0.121521322,0.332529762,0,0.463818488,0.341466997,0.401444471,0.304969272,0.089245804,0.276848139,0.259079915,0.16140803,0.937401024,0.009422315,0.018974911,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.743726473,1.562485606,0.516905326,0.205057969,Baked Products
5694,18183,0.188488529,2.772585488,0.569774939,1.327866591,0.474812313,2.409168282,0.661558268,0.643425268,0.175476041,0.421927822,0.582348421,0.586312779,0.445025776,0.348255396,0.215395089,0.22620754,0.151385385,0.369071494,0.001525035,0.412283101,0.341466997,0.401444471,0.172160073,0.119719982,0.213568564,0.199292242,0.125539579,0.937401024,0.009422315,0.018974911,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.835772603,1.740232995,0.593483893,0.222146133,Baked Products
5695,18184,0.207987343,2.560668126,0.617256184,1.024354228,0.813963965,2.508175197,0.516829425,0.643425268,0.501360118,0.469793584,0.764332302,0.813761702,0.652522457,0.572970651,0.260901094,0.335602989,0.156786333,0.570051021,0.007625174,0.493550443,0.382996767,0.271001924,0.269717447,0.154547613,0.237298405,0.18932763,0.197276481,0.937401024,0.01884463,0.183514493,0.172243584,0.123637006,0.140459047,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.505940636,1.021973303,1.00389715,0.281954708,Baked Products
5696,18185,0.236585603,2.784358675,0.847065409,1.506180105,0.620647523,2.13231561,0.496168701,2.152517043,0.205557648,0.374062061,0.800729078,0.788489599,0.551504336,0.493095561,0.260901094,0.283686505,0.102141451,0.230212912,0,0.412283101,0.479899564,0.830871666,0.351698434,0.265560686,0.450866969,0.298938363,0.484224089,0.215018829,0.009422315,0.008674245,0.011833529,0,0.00097541,0,0,0.015447228,0.928398438,0,0.071371363,1.056808549,1.602397165,0.719918298,0.230690215,Baked Products
5697,18186,0.373727257,2.690173181,0.503301196,1.542854516,0.373066817,2.115814457,0.401660377,0.643425268,0.060163214,0.157779732,0.582348421,0.439734584,0.292133485,0.357840407,0.166855351,0.148332813,0.068306102,0.160783621,0,0.491568312,0.380689558,0.46494373,0.296771173,0.058771627,0.529966437,0.61780595,0.089671128,0.937401024,0,0,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.962570844,2.054035773,0.63436568,0,Baked Products
5698,18187,0.409475081,2.696059774,0.778692417,1.580793561,0.678303304,1.91046678,0.259897891,0.643425268,0.506373719,0.301377016,0.673340361,1.218115342,0.840907601,0.422805481,0.206293888,0.279978184,0.051785557,0.18270866,0,0.378586886,0.429140956,0.891787905,0.310707941,0.309095225,0.450866969,0.448407544,0.215210706,0.937401024,0.009422315,0.012740297,0.018407711,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.906529153,1.947209295,0.954639582,0.230690215,Baked Products
5699,18188,0.129992089,2.960956477,0.864158658,1.738872917,0.712218469,2.101146766,0.283524972,0.643425268,0.556509731,0.331514718,0.746133914,1.334367014,0.922814186,0.464340528,0.227530024,0.307790587,0.073230496,0.186362834,0,0.332997889,0.424526537,0.882101577,0.245942961,0.139310524,0.34803766,0.348761423,0.16140803,0.937401024,0.014133473,0.012469227,0.018407711,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.970397896,2.155224186,0.974980764,0.256322461,Baked Products
5700,18189,0.191738332,2.796131862,0.854662409,1.50491547,0.678303304,2.159817531,0.516829425,0.643425268,0.195530446,0.395335733,0.709737138,0.586312779,0.630680701,0.551670627,0.24876616,0.33931131,0.090545299,0.540817635,0.001525035,0.440032925,0.484513982,0.756394568,0.282834405,0.182845063,0.435047075,0.368690648,0.32281606,0.937401024,0.021200209,0.175382388,0.164354565,0.123637006,0.134606587,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.694729128,1.607145008,1.440434865,0.264866543,Baked Products
5701,18190,0.090994463,2.813791642,0.835669911,1.334189766,0.542642643,2.405501359,0.448914539,2.669181385,0.265720863,0.460929554,0.891721019,0.950231055,0.524202141,0.391920446,0.321575767,0.439435958,0.144872478,0.281371337,0.001525035,0.644192345,0.606796083,0.804826207,0.750126031,0.302565044,0.482506756,0.458372156,0.269013383,0.402085211,0.054178311,0.001084281,0.001314837,0,0,0,0,0.007723614,0.49181447,0,0.063260981,0.781922486,1.660409877,0.756811618,0,Baked Products
5702,18191,0.425724092,2.360523951,0.389346208,0.859951697,0.406981982,2.493507506,0.283524972,3.582005268,0.230625654,0.405972569,0.382166151,0.419516902,0.382230728,0.445170506,0.097079477,0.765768147,0.048449677,0.10231685,0.006100139,0.428140143,0.475285145,0.423400147,0.200033608,0.113189801,0.253118298,0.229186078,0.16140803,0.316077679,0.007066736,0.001355351,0.002629673,0,0.00097541,0.008125149,0,0.040824816,0.583865307,0,0.063260981,0.541631992,1.134882955,0.350187405,0.017088164,Baked Products
5703,18192,0.11699288,3.025709004,0.50994857,1.657936287,0.352717718,2.338763364,0.307152053,1.630580615,0.065176815,0.528296181,0.254777434,0.333591753,0.240259315,0.375945427,0.148652949,0.166874415,0.062428601,0.226558739,0,0.699691993,0.724463764,0.704949406,0.263158968,0.154547613,0.640705693,0.607841338,0.358684511,0.019351695,0,0.00027107,0,0,0.00097541,0,0,0.031997829,0.641725833,0,0.178428408,1.268765115,0.995266683,1.660398822,0,Baked Products
5704,18193,0.107243474,3.190533619,0.4653162,2.05503163,0.339151652,2.137815994,0.425287458,0.643425268,0.150408035,0.430791852,0.327570987,0.429625743,0.199306022,0.29926534,0.175956552,0.281832345,0.098011315,0.116933543,0,0.580764175,0.507586077,0.534039535,0.309068321,0.043534539,0.49832665,0.548053665,0.143473804,0.937401024,0.002355579,0.00081321,0.001314837,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,1.284262678,2.763838369,0.822023053,0.281954708,Baked Products
5705,18196,0.113743078,2.507688785,0.275391221,0.790396781,0.237406156,2.948205934,0.992337402,0.643425268,0.060163214,0.269466508,0.072793553,0.288101969,0.914623527,0.0883951,0.042472271,0.048208164,0.031929132,0.073083464,0,0.27551611,0.251485829,0.266912141,0.074602698,0.017413815,0.379677447,0.448407544,0.053802677,0.070956214,0,0,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.315899815,0.776420774,0.912760678,0,Baked Products
5706,18198,0.165739914,2.648967027,0.37035371,1.062293273,0.237406156,2.691521338,0.378033296,2.998310128,0.230625654,0.620482092,0.382166151,0.550931835,0.543313677,0.259860295,0.142585482,0.404206915,0.057980761,0.095008503,0,0.739334599,0.433755375,0.61196066,0.164781784,0.039181085,0.427137128,0.478301381,0.107605353,0.144062616,0,0.00081321,0.001314837,0,0,0,0,0.00331012,0.278782534,0,0.064883058,0.654811163,0.998530826,1.004096573,0,Baked Products
5707,18199,0.136491694,2.713719554,0.427331204,1.397421508,0.406981982,2.493507506,0.968710321,1.485974851,0.491332916,0.836764421,0.473158092,1.010884101,0.805414748,0.364230414,0.175956552,0.407915236,0.064017115,0.135204409,0,1.038636273,0.673705156,0.854764608,0.294311743,0.071831989,0.490416703,0.518159829,0.179342255,0.210718453,0.009422315,0.001084281,0.001314837,0,0,0,0,0.00331012,0.43132392,0,0.087592128,0.624911825,1.366043583,1.579233518,0,Baked Products
5708,18200,0.211237145,2.643080433,0.455819951,1.138171364,0.237406156,2.563179039,0.685185349,2.383735633,0.270734464,0.721532032,0.309372598,0.616639302,0.47778841,0.290745331,0.148652949,0.279978184,0.101664897,0.160783621,0.004575104,0.911779934,0.486821192,0.696554588,0.233645813,0.0565949,0.363857554,0.388619872,0.125539579,0.258022595,0,0.002168561,0,0,0.00292623,0.146252684,0.00180996,0.054065297,0.399763633,0,0.113545351,0.421565016,1.120194314,1.352888014,0,Baked Products
5709,18201,0.120242683,3.149327465,0.949624898,2.149879243,0.474812313,1.862796784,0.516829425,0.643425268,0.215584851,0.452065524,0.928117795,0.778380758,0.802684528,0.438780499,0.312474566,0.495060763,0.111990238,0.127896062,0,0.685817081,0.341466997,1.132008832,0.415643604,0.169784701,0.427137128,0.209256854,0.591829442,0.937401024,0.002355579,0,0,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,0.772843106,2.28356433,2.398265221,0,Baked Products
